,Unnamed: 0,Time,flow_rate,height
0,0.0,117.47,0.29,1.378
1,1.0,118.48,0.272,1.364
2,2.0,119.49,0.33,1.6396000000000002
3,3.0,120.5,0.3844,1.9124000000000003
4,4.0,121.51,0.4504,2.23632
5,5.0,122.52,0.52728,2.6188
6,6.0,123.54,0.5593600000000001,2.790464
7,7.0,145.68,0.6104160000000001,3.041424
8,8.0,156.69,0.678288,3.2375968
9,9.0,167.7,0.7434912,3.4494016000000003
10,,179.72,0.7890688000000001,3.6336569600000006
11,,180.73,0.80631104,3.7777772799999996
12,,181.74,0.8522528000000001,3.9504158719999998
13,,182.75,0.8914318080000001,4.093686527999999
14,,183.76,0.926224768,4.2362503424
15,,184.77,0.9558128896,4.365107327999999
16,,185.78,0.9832440832,4.485626004479999
17,,186.79,1.01314445312,4.60309201408
18,,187.8,1.03934270976,4.7101340405759995
19,,188.81,1.0636852387840001,4.812015137792
20,,189.83,1.086308827136,4.906791877427199
21,,190.84,1.1358832969728,5.0001734393856
22,,191.85,1.15649624576,5.080406613975039
23,,192.86,1.18104401453056,5.07582289903616
24,,193.87,1.2044747217305602,5.149877413715967
25,,194.88,1.2279464768798722,5.2026389659648
26,,195.89,1.2515796557987842,5.233256073222553
27,,234.01,1.2699922917801985,5.359749178538392
28,,245.02,1.2630089737879553,5.342319070387896
29,,256.03,1.280798629237883,5.395104326288343
30,,267.05,1.292505479649362,5.455592657622729
31,,278.06,1.3030759101209641,5.494085729687437
32,,289.07,1.3112610748910798,5.470553046567472
33,,300.08,1.317877798559233,5.581420356797281
34,,311.09,1.3275282187798578,5.5350671520331955
35,,322.1,1.3349440526441279,5.658330358134984
36,,333.12,1.341948600470227,5.674225257017077
37,,344.13,1.3483222289748598,5.723074182706585
38,,355.14,1.3544597340906892,5.763808624796508
39,,356.15,1.3605486201738146,5.796139389978369
40,,367.81,1.3659349232359808,5.83788768453103
41,,378.82,1.375055836741918,5.865449490899708
42,,389.83,1.399853101295069,5.920181976402498
43,,400.84,1.3811998228484805,5.948657038041123
44,,411.85,1.3902784962893564,5.911931708362322
45,,422.88,1.3944087368242897,6.026435237974871
46,,433.89,1.4232774514349649,5.95324404274113
47,,444.9,1.403148031451439,6.087441192156163
48,,445.91,1.4318329014794184,6.094053605423889
49,,457.68,1.4362225432000102,6.121810436246898
50,,468.69,1.4225334242380225,6.090234815659211
51,,479.7,1.4288961855131666,6.197309855313616
52,,480.71,1.452747380073778,6.222708009897232
53,,492.49,1.4578970108861236,6.244681742528724
54,,503.5,1.4400799066049956,6.204412623423392
55,,514.51,1.4664148001422181,6.314986884679756
56,,515.52,1.4459240966156126,6.337822446232592
57,,527.33,1.453427819541423,6.3613578521058205
58,,538.34,1.4740631628497902,6.384380739372893
59,,549.35,1.47516932458085,6.423715961288312
60,,550.36,1.4579659758298087,6.459709584478212
61,,562.03,1.4597168807175351,6.481455399799924
62,,573.04,1.4881252565603744,6.437832827449047
63,,584.05,1.4633830687955969,6.547852336987868
64,,585.06,1.4901954875377137,6.558542754603098
65,,596.92,1.487838236380663,6.58337002974301
66,,607.93,1.4902841387222439,6.531136663767988
67,,618.94,1.4999084098548696,6.643519589756605
68,,629.95,1.4763401862872434,6.570180357020393
69,,630.96,1.5076452544990981,6.6073138075741396
70,,642.7,1.504874194249004,6.6936413280576
71,,653.71,1.508835597872691,6.702430083623826
72,,664.72,1.511753608978043,6.734931016481747
73,,675.73,1.5135390465816072,6.678713115255192
74,,686.74,1.5206217311197672,6.795663247147462
75,,697.75,1.521800489536269,6.809943108683673
76,,708.76,1.5249499969104217,6.830347492501646
77,,719.77,1.5275429752431373,6.8698500975136145
78,,720.78,1.5301822528296132,6.888933392717594
79,,732.49,1.5329830385619192,6.927160789169278
80,,743.5,1.5348951429038882,6.9458148182833055
81,,754.51,1.5631316527090182,6.985258354380425
82,,765.52,1.5391206819077117,7.012351819536758
83,,776.54,1.5462384174008879,7.035433470910121
84,,787.55,1.5480261032165075,6.986117156273953
85,,798.56,1.550677178984301,7.091771692622122
86,,799.57,1.5533033710468251,7.105832160220251
87,,811.35,1.5508124763018816,7.12713482786859
88,,822.36,1.5736490141297044,7.07183089600529
89,,833.37,1.5545638259099033,7.178171167396984
90,,844.39,1.5596884080925426,7.1073139153432505
91,,855.4,1.560465737477663,7.144593810298223
92,,866.41,1.5877427448868064,7.144890161322823
93,,867.42,1.5636733971219627,7.148381957808749
94,,879.27,1.5664921432733832,7.162993810872256
95,,890.28,1.586314057515795,7.1570359689546095
96,,901.29,1.569674804551963,7.18617194806041
97,,902.3,1.5748444685595895,7.190660379791687
98,,914.01,1.5712308804926207,7.196916737139205
99,,925.02,1.595465094780146,7.205372421535792
100,,936.03,1.5744128422239938,7.228157006789182
101,,937.04,1.576243049676864,7.271824297305419
102,,948.94,1.5771906572112702,7.250221309051173
103,,959.95,1.5934703734347249,7.262454092553919
104,,970.96,1.604662328778455,7.2731150069363135
105,,971.97,1.5782633845093705,7.298531341139939
106,,983.76,1.584313281820263,7.3135229411693645
107,,994.77,1.6047173487867639,7.400864349936269
108,,1005.78,1.5861418737085626,7.413524676359907
109,,1006.79,1.6143912687789705,7.441206727836378
110,,1018.69,1.610687177764992,7.469288661721096
111,,1019.7,1.607912754618912,7.515823739060385
112,,1031.47,1.6131875338078578,7.54697688317073
113,,1042.48,1.5958266149742877,7.569968760995553
114,,1053.49,1.6292357469941465,7.596659202357718
115,,1054.5,1.6255228162332098,7.6224116089895535
116,,1066.26,1.6292325300790407,7.663885717116878
117,,1077.27,1.6067545424019003,7.6852032911027095
118,,1088.28,1.6359635416561367,7.70858505789194
119,,1089.29,1.6381491271416593,7.735631963913372
120,,1101.1,1.6394946860740576,7.754017135020217
121,,1112.11,1.6560199482557472,7.79466120600498
122,,1123.12,1.6440723794547505,7.812687489585647
123,,1134.13,1.6539254606255203,7.922579072566101
124,,1135.14,1.6555472281852428,7.855399558904844
125,,1146.88,1.658702494882015,7.894788980635388
126,,1157.89,1.6559130033042522,7.933065465412315
127,,1168.9,1.6624495126295056,7.953091020338396
128,,1169.91,1.664817637399406,8.06116661550373
129,,1181.69,1.6665224478002032,8.067269005058188
130,,1192.7,1.6823765296430355,8.024422416377966
131,,1203.71,1.6699405202266733,8.072918421262525
132,,1214.72,1.67523322549443,8.091189811455656
133,,1225.73,1.6767314270138634,8.11515529164048
134,,1236.74,1.6788145446328684,8.121159930830867
135,,1247.75,1.6808563404756005,8.150737188147327
136,,1248.76,1.680143943473567,8.166084691037906
137,,1260.43,1.6823271075233523,8.181648444414865
138,,1271.44,1.6793092511191798,8.200627420331315
139,,1282.45,1.7084283872210775,8.209926050886192
140,,1293.46,1.6585273285183397,8.245819548786283
141,,1304.47,1.690041737867435,8.255657321334056
142,,1315.48,1.68571841487639,8.273604292883732
143,,1316.49,1.6872613409452064,8.28640606826757
144,,1328.33,1.6885431736966485,8.301001442778054
145,,1329.34,1.6963097644414742,8.336297446254328
146,,1341.2,1.702312933477136,8.347333825052683
147,,1352.21,1.6835665387919438,8.447461850036737
148,,1363.22,1.668885442512093,8.378207756470527
149,,1374.23,1.6941464820814403,8.410418912824358
150,,1385.24,1.6902149358445295,8.441860175562855
151,,1396.25,1.6897822793725226,8.456684468876862
152,,1407.26,1.6873626798460013,8.561589738978896
153,,1418.27,1.688605827962117,8.47743426274692
154,,1429.28,1.6923012754288986,8.514110659248596
155,,1440.29,1.691193144605034,8.549513729233107
156,,1441.3,1.6916104125219078,8.555963825970256
157,,1452.95,1.6918925855684102,8.574529678041504
158,,1463.96,1.7107421321035914,8.573404495439775
159,,1474.97,1.71739948362485,8.592823578498692
160,,1485.98,1.6970876549597886,8.622682345736928
161,,1497.0,1.7263289227637517,8.631344315590045
162,,1508.01,1.7014243712513282,8.64668801954338
163,,1519.02,1.7343116386903965,8.656050947053089
164,,1520.02,1.7084480865199434,8.69070765187381
165,,1531.77,1.711830517533053,8.703353125584687
166,,1542.78,1.730102603845084,8.716958186812064
167,,1553.79,1.7112029227989443,8.731359948810994
168,,1554.79,1.7409385693176955,8.74541398226473
169,,1566.57,1.7363168261394049,8.760475782616313
170,,1567.58,1.7328149226989553,8.771417048694495
171,,1579.32,1.7377121844202257,8.78284158010082
172,,1590.33,1.7402546481909997,8.809733352477306
173,,1601.34,1.7535565005152562,8.90602967873527
174,,1602.34,1.729419716289917,8.918893552777785
175,,1614.07,1.7328676511650873,8.948004332001577
176,,1625.08,1.74818860988328,8.891499632818237
177,,1636.09,1.755219703232252,8.942532183198386
178,,1647.1,1.7808064955707081,8.958885439266572
179,,1658.11,1.757139136114107,8.966185940159198
180,,1669.12,1.7434164919702657,9.056184317456955
181,,1680.13,1.7722707889600695,8.977820639088478
182,,1691.14,1.7713163653774668,9.024757576016222
183,,1702.16,1.77472658252303,9.031815267194242
184,,1713.17,1.7708285564843815,9.04498969454417
185,,1724.18,1.7763460457661666,9.05811555995118
186,,1735.19,1.7818284586689894,9.057876635368622
187,,1746.2,1.7586435100302087,9.091935619541164
188,,1747.2,1.7847459286885137,9.094559431411643
189,,1759.34,1.781529314189949,9.110583501881028
190,,1760.34,1.786312788630776,9.12049744925452
191,,1772.15,1.787349442315532,9.13099103764049
192,,1783.16,1.7962463083078894,9.139515200417671
193,,1794.17,1.767987494764954,9.151326284037538
194,,1805.18,1.8182875706888293,9.176317437838742
195,,1806.18,1.7915792068038303,9.184465994270045
196,,1817.99,1.7979741632154411,9.195629991986888
197,,1828.99,1.7888201161131008,9.292324983312799
198,,1840.0,1.7991656870946109,9.217547941626643
199,,1851.01,1.8273322113642405,9.245747681481694
200,,1852.01,1.7995078346453965,9.271993782239274
201,,1863.86,1.8066584355574786,9.284250119681605
202,,1874.86,1.81696516984347,9.383522877732082
203,,1885.86,1.8105328337323452,9.381907905005843
204,,1896.87,1.8140927302821168,9.33110289222693
205,,1897.87,1.810732854755738,9.362334936931761
206,,1909.67,1.813649833883082,9.370156758929292
207,,1920.68,1.8264647177227338,9.399773722379322
208,,1931.69,1.8378016505306563,9.397100498618766
209,,1932.69,1.8169880273287344,9.49267366209346
210,,1944.39,1.821729811378442,9.505873183371829
211,,1955.39,1.836980845893041,9.52394092840417
212,,1966.4,1.8245968413921134,9.469084213292675
213,,1977.41,1.8267000670261748,9.491917654497644
214,,1978.41,1.8240591051984663,9.522314397432428
215,,1990.42,1.826001513137954,9.522163195913265
216,,2001.43,1.8524673719019589,9.525451438725383
217,,2012.44,1.8482715053509415,9.525095892227203
218,,2013.44,1.8298456114529107,9.536369337313744
219,,2025.32,1.8341598991178643,9.547004984859656
220,,2036.33,1.865317200368753,9.549815972835919
221,,2047.33,1.8369488775647351,9.570784330625198
222,,2048.33,1.863518843258094,9.575657237447306
223,,2060.34,1.8612543177008525,9.584794925126904
224,,2071.34,1.8699889640618892,9.592652505153616
225,,2082.34,1.873407847778487,9.600210493207065
226,,2083.34,1.874342200517114,9.608777799670605
227,,2095.32,1.8816339945598646,9.614663032186979
228,,2106.33,1.8657986660116683,9.639287144631638
229,,2117.33,1.8878746013834706,9.645260766043654
230,,2128.33,1.8870365417734267,9.738587693939257
231,,2139.33,1.8899298924944232,9.751597748506574
232,,2150.33,1.8684687607456862,9.699559727360306
233,,2161.33,1.894127940332598,9.716946670624225
234,,2162.33,1.8946619592794014,9.72900118716996
235,,2174.06,1.8959126270692266,9.759338368086073
236,,2185.06,1.8874377105704219,9.757421066732212
237,,2196.06,1.8986342574853825,9.844969190648113
238,,2197.06,1.9024280474503297,9.856541458522495
239,,2208.89,1.9033293108808866,9.882145962527272
240,,2219.89,1.9108825285150721,9.907654016797778
241,,2230.89,1.906365865277404,9.846215535686019
242,,2231.89,1.9110548288663343,9.88026212569913
243,,2243.66,1.9126011504247384,9.876511394706714
244,,2254.66,1.9223265067079396,9.90325552814204
245,,2265.66,1.9161808746167097,9.90212861457793
246,,2266.66,1.918469670255283,9.89324891684678
247,,2278.78,1.9204326721231442,9.912431532625163
248,,2289.78,1.9199156404009343,9.993028890854692
249,,2300.78,1.9474819447406155,10.006212918438383
250,,2301.78,1.9469997714792142,9.932167590980914
251,,2313.49,1.9532599855039954,9.960984451753003
252,,2324.49,1.9249660057487816,9.968768186579831
253,,2335.49,1.941531468424952,9.990478770405398
254,,2336.49,1.966541541494521,9.985626629550428
255,,2348.19,1.9653514462313886,9.980479799943828
256,,2359.19,1.9552598002344503,9.993171607657732
257,,2370.19,1.9476780923799288,9.997070677295898
258,,2371.19,1.9537368512770623,10.001951361511479
259,,2382.87,1.9549661760680574,10.003269742889577
260,,2393.87,1.964405238024566,10.006534689281787
261,,2404.87,1.9743281839919,10.029092677870938
262,,2405.87,1.9761572715499232,10.031765294195747
263,,2417.84,1.981487289872317,10.038169694310756
264,,2428.84,1.9859713739268894,10.04413248084761
265,,2439.84,1.9672755966877413,10.051112471131846
266,,2450.84,1.995588823868206,10.058632029445011
267,,2461.84,1.9941783064073744,10.063035988097191
268,,2472.84,1.9980646168710308,10.084409335147047
269,,2483.84,2.0006028201780426,10.089382593904332
270,,2484.84,2.00302146876687,10.187437964764218
271,,2496.61,2.0096869134649307,10.195091989318716
272,,2497.62,1.9951734424446634,10.216853176382557
273,,2509.31,1.998275163856175,10.243264376626863
274,,2520.31,2.0216969289709015,10.269753144873965
275,,2531.31,2.013231397706528,10.214529501418472
276,,2542.31,2.0169664897473343,10.23099253744042
277,,2553.31,2.041675386595654,10.25288003986037
278,,2564.31,2.022033996056188,10.255707912071944
279,,2575.31,2.0307140406040833,10.345631044718646
280,,2586.31,2.030781454021141,10.342821998158241
281,,2587.31,2.034277982600652,10.369042306818276
282,,2599.03,2.0370409754554135,10.39140819896184
283,,2610.03,2.0435614946564127,10.414640652353423
284,,2621.03,2.038562890536258,10.3537807097314
285,,2622.03,2.0411323813467237,10.367582631258356
286,,2633.69,2.042688668649747,10.369774373572987
287,,2644.69,2.0540595483989614,10.383482438461003
288,,2655.69,2.0451890870378286,10.385155673383235
289,,2656.69,2.0712886977863376,10.378924030604749
290,,2668.57,2.0726139370866523,10.385199023335115
291,,2679.57,2.056645200374575,10.381467303204394
292,,2690.57,2.060630254061956,10.472552233156822
293,,2701.6,2.0611473844570787,10.390149206105498
294,,2712.6,2.0642356178619043,10.407628518060216
295,,2723.6,2.0862073551960525,10.409873553160367
296,,2724.6,2.0605316913511027,10.428359452105386
297,,2736.32,2.0664441223153984,10.434040702096581
298,,2747.32,2.0744244097732274,10.425202145886292
299,,2758.32,2.0674837573448914,10.433980445084512
300,,2759.32,2.0935215157271565,10.437495170649726
301,,2771.18,2.089776796156924,10.442316549034555
302,,2782.18,2.074374761032135,10.444143692743422
303,,2793.18,2.1010412958004396,10.445798862131017
304,,2794.18,2.0770313660522217,10.449587171502444
305,,2805.96,2.083742873743331,10.451950854911745
306,,2816.96,2.086444843808344,10.470369255082288
307,,2827.96,2.1032380593256255,10.472296116257725
308,,2828.96,2.0816520758808674,10.4775412287255
309,,2840.7,2.0820914285859042,10.48284067955084
310,,2851.7,2.0890155705516333,10.48843149099545
311,,2862.7,2.1066852815201482,10.494609455923271
312,,2873.7,2.083199426868806,10.502221903105902
313,,2874.7,2.1078888713077104,10.502684571039014
314,,2886.62,2.108198341505298,10.511620705915092
315,,2897.62,2.1113578300496596,10.529589484212726
316,,2908.62,2.0931943842403924,10.534227327196655
317,,2919.62,2.1181288939462948,10.545223332854547
318,,2930.62,2.096127885420612,10.635624417672698
319,,2941.62,2.122175889948329,10.640132170035804
320,,2952.62,2.095761798731392,10.668932912387326
321,,2963.63,2.1219254107111256,10.69104144955194
322,,2974.63,2.1224388936093255,10.633982566590074
323,,2985.63,2.0991981969622917,10.659146189929553
324,,2996.63,2.1284603986000343,10.678817819713029
325,,3007.63,2.0998648600028273,10.68262062369178
326,,3018.63,2.130404579976555,10.68459760515692
327,,3019.63,2.1259924698348955,10.682913439984887
328,,3031.51,2.1275856071083417,10.693036447698258
329,,3042.51,2.1109444616828625,10.783789897709323
330,,3053.51,2.132769503384524,10.786633623306368
331,,3054.51,2.134985423720531,10.806867478109876
332,,3066.35,2.135458408402125,10.827274681739766
333,,3077.35,2.1172569991792516,10.852065489364765
334,,3088.35,2.1388315594380085,10.878913136173065
335,,3089.35,2.1400940669372863,10.892568254504155
336,,3101.28,2.141306478147983,10.911024157077495
337,,3112.28,2.1183282067913343,10.84216431235635
338,,3123.28,2.1434978207405058,10.854914207423896
339,,3124.28,2.143712062262922,10.856933972022212
340,,3136.04,2.1446453145234217,10.852134186272378
341,,3147.04,2.127368913588549,10.84100732977599
342,,3158.04,2.1460366808636366,10.847229335614966
343,,3169.04,2.1478448222230795,10.846997939098895
344,,3180.04,2.1483525942477057,10.845460964737109
345,,3191.04,2.1251791462397374,10.843473758152447
346,,3202.04,2.1499206021845945,10.842139113845391
347,,3213.04,2.149482648714832,10.842632399520683
348,,3214.04,2.1502594329790234,10.841614355166769
349,,3225.72,2.1505869982773738,10.840741247251126
350,,3236.75,2.1349683660236374,10.839971925337057
351,,3247.75,2.1560499364311645,10.839425423156793
352,,3258.75,2.153059489198973,10.838991985455127
353,,3259.75,2.1543729467422397,10.83835059018235
354,,3271.62,2.15493295798623,10.83782611624002
355,,3282.62,2.1336901476792027,10.837347984826264
356,,3293.62,2.1596830660717212,10.836918823006858
357,,3294.62,2.1552111083213292,10.836503335340751
358,,3306.38,2.1565358236958785,10.836088702851097
359,,3317.38,2.1587034560116964,10.835719251882779
360,,3328.38,2.1330240291536264,10.835371769204993
361,,3329.38,2.1620266908201247,10.835046022616297
362,,3341.05,2.156694883436506,10.834736611855925
363,,3352.05,2.164057999936265,10.838445149311033
364,,3363.05,2.1340898118843907,10.838174731112
365,,3364.05,2.1591607206693046,10.82071991059765
366,,3375.83,2.159373877215457,10.81728050297905
367,,3386.83,2.160800683185293,10.814415280575322
368,,3397.83,2.159336481941083,10.810924058799946
369,,3398.83,2.134685018590889,10.810118085052805
370,,3410.71,2.139734352602228,10.804667950590394
371,,3421.71,2.1568392121865445,10.802547585481424
372,,3432.71,2.1549113072638986,10.800025075003692
373,,3443.71,2.154119013064149,10.797651535984913
374,,3444.71,2.1292339781287124,10.795471739225663
375,,3456.59,2.133120777023364,10.788978429412085
376,,3467.59,2.153020702128661,10.87713918713914
377,,3478.59,2.1502770150960244,10.874425355925272
378,,3489.59,2.1498988940689774,10.889848178352361
379,,3490.59,2.1251304944753526,10.905202942340432
380,,3502.62,2.1292634776634056,10.924078230165772
381,,3513.63,2.1456654211538035,10.94732313275144
382,,3524.63,2.146913976260752,10.956710941356766
383,,3535.63,2.1459916574723077,10.971290496722002
384,,3546.63,2.121394673910663,10.984663049322885
385,,3557.63,2.1495669065100538,10.997880560199196
386,,3558.63,2.147993145759505,11.009997524030618
387,,3570.49,2.1487734428307554,11.02010900952017
388,,3581.49,2.148989276730506,11.030766326054941
389,,3592.49,2.1255456338021954,11.040530028614574
390,,3603.49,2.155064554366164,11.049750683960985
391,,3614.49,2.150260299824592,11.05828057764406
392,,3615.49,2.1516745815459237,11.066231209630136
393,,3627.26,2.1519719529446912,11.073865523254913
394,,3638.26,2.134509013907775,11.080958499969949
395,,3649.26,2.1577942777362744,11.087625598898018
396,,3650.26,2.1296831696445966,11.007867162099812
397,,3662.13,2.131189965226933,11.0137361663506
398,,3673.13,2.150791682846667,11.002063356844538
399,,3684.13,2.146635285303116,10.986037485463676
400,,3695.13,2.1258918190908944,10.970258456838593
401,,3706.16,2.1476600206042624,10.949940834151725
402,,3717.16,2.146901750493522,10.94641909309948
403,,3728.16,2.1261957615689884,10.933660026659705
404,,3729.16,2.149417775098359,10.922531173910695
405,,3740.84,2.1453298703515338,10.9080556821499
406,,3751.84,2.134035061553026,10.90251022556432
407,,3762.84,2.1495690315024807,10.894133195163956
408,,3773.84,2.1469956937143815,10.885351421656924
409,,3784.84,2.1516703477010797,10.877446055357776
410,,3785.84,2.1271859314242842,10.87001010490702
411,,3798.0,2.1284540268941936,10.863888179548594
412,,3809.0,2.1410842008684456,10.857388155417137
413,,3820.0,2.146861199946788,10.851339152294063
414,,3821.0,2.1456789013776003,10.841746499046106
415,,3832.87,2.1447170718267423,10.84052511843336
416,,3843.87,2.1484156658174056,10.834872397261181
417,,3854.87,2.1276682748039155,10.826199785038135
418,,3865.87,2.153134567793707,10.825696633406942
419,,3876.87,2.149295982765133,10.820668759955755
420,,3887.87,2.1267871160483542,10.817458786827924
421,,3898.87,2.1517028982360324,10.813487515132401
422,,3899.87,2.147377188282222,10.806004793045751
423,,3911.65,2.152184112968645,10.807462339064603
424,,3922.65,2.133032637066348,10.799523970992366
425,,3933.65,2.151610263107051,10.800882686814136
426,,3944.65,2.1528593673106493,10.793295723647024
427,,3955.65,2.128840840284853,10.79477475798337
428,,3966.65,2.153937276090539,10.792232944103624
429,,3977.65,2.14926862155378,10.789695427887377
430,,3978.65,2.1294495493586187,10.78823722250963
431,,3990.56,2.1289812210479644,10.785999770724278
432,,4001.56,2.146299257457558,10.7849880704968
433,,4012.56,2.1483273336101805,10.78323307304498
434,,4023.56,2.1227997298835843,10.781784098323618
435,,4034.56,2.1466114722948646,10.780491627355138
436,,4045.56,2.145281508399857,10.775201002517935
437,,4056.56,2.124807558649237,10.778099373844107
438,,4067.56,2.1486040088376974,10.776141960248335
439,,4068.56,2.143900053845509,10.775115220408159
440,,4080.25,2.149060909636331,10.773986792793103
441,,4091.25,2.1325186259464597,10.772911511403708
442,,4102.25,2.1492745061937546,10.77266866945874
443,,4113.25,2.1268167196531995,10.77163109697066
444,,4124.26,2.150950819124411,10.770936438812742
445,,4125.26,2.147534152285949,10.770239614125241
446,,4136.99,2.1479121341835645,10.76962954332917
447,,4147.99,2.1329152394514628,10.769095163873477
448,,4158.99,2.1506427650494246,10.768487338647562
449,,4169.99,2.1518624690090773,10.763980152028127
450,,4170.99,2.1278008581940804,10.76749033199509
451,,4182.69,2.1286665215387055,10.766238439575666
452,,4193.69,2.152644266340809,10.851810597308852
453,,4204.69,2.1237945227582573,10.765239252449287
454,,4215.69,2.148194823016534,10.867903904181546
455,,4216.69,2.1425812337663706,10.86815572426578
456,,4228.7,2.146660026730861,10.88823843870307
457,,4239.7,2.143442969176394,10.908621895641094
458,,4250.7,2.1242461212544046,10.915907463919936
459,,4251.7,2.152175810538032,10.944583992558297
460,,4263.75,2.1473860701856062,10.954184704505977
461,,4274.75,2.1433049855399386,10.969470358164477
462,,4285.75,2.1494501942308872,10.982659611325062
463,,4296.75,2.1254225975035963,10.994829303829738
464,,4297.75,2.1544634120988926,11.008179733310763
465,,4309.67,2.149112769492006,11.01822879556505
466,,4320.67,2.148528237874663,11.02902780132601
467,,4331.67,2.1276897946650766,11.038779488806123
468,,4332.67,2.1515054033938315,11.048053126806312
469,,4344.56,2.1519588428261276,11.056843163801588
470,,4355.56,2.1493672410851152,11.064817842500698
471,,4366.56,2.12793645575194,11.072540716148007
472,,4367.56,2.15210425639403,11.081698724382946
473,,4379.34,2.1521535886114025,11.086450969851322
474,,4390.34,2.1542733592114427,11.09318008936665
475,,4401.34,2.1283123083684976,11.099101650576594
476,,4412.34,2.153293531993763,11.104774099949784
477,,4423.34,2.1533687025170747,11.110086286835502
478,,4434.34,2.129606557637021,11.114701361948871
479,,4445.34,2.1538495804181554,11.119428425345706
480,,4456.34,2.1489162201032714,11.12373267986215
481,,4467.34,2.130023674513203,11.127798034815973
482,,4478.34,2.153148212135105,11.131589750798446
483,,4489.34,2.14847920653433,11.13513210039454
484,,4490.34,2.153187537433947,11.138509778164456
485,,4502.34,2.152113462657182,11.141650513174222
486,,4513.34,2.126967726123317,11.144605932834683
487,,4524.34,2.157385683752113,11.14737642850633
488,,4535.34,2.152149586549755,11.149979664913579
489,,4536.34,2.1299308819933116,11.152428530535937
490,,4548.06,2.1297232918164735,11.154722507885765
491,,4559.06,2.153286775683699,11.156878111358106
492,,4570.06,2.125837888822331,11.158901426368322
493,,4581.06,2.149018107208648,11.160801762938679
494,,4592.06,2.143755767663163,11.162586115229626
495,,4593.06,2.1235732127062303,11.164260761710173
496,,4605.04,2.1263797078755684,11.165833483178947
497,,4616.04,2.1404369952800746,11.16731001324936
498,,4627.04,2.1445453590907215,11.168696424611486
499,,4638.04,2.142829136705007,11.16999807467362
500,,4649.04,2.118987054990519,11.17122013654999
501,,4660.04,2.1468382397902745,11.172367599142683
502,,4671.04,2.145359709213264,11.173444929816892
503,,4682.04,2.1226399581153044,11.174456446995555
504,,4683.04,2.146802828139813,11.175406148036638
